Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Fab_Total_SAP,Ch_A_Length,Ch_B_Length,Fab_Total_AAs,Chain_SASA,Chain_SAP,Num_Hydrophobic_Patches,Largest_Hydrophobic_Patch_Size,Largest_Hydrophobic_Patch_SASA,Max_Hydrophobic_Patch_Intensity,Mean_Hydrophobic_Patch_Intensity,Sum_Total_Hydrophobic_Patch_SASA,Top_Hydrophobic_Patch_Burden,Hydro_Dipole_Moment_X,Hydro_Dipole_Moment_Y,Hydro_Dipole_Moment_Z,Num_Aromatic_Patches,Largest_Aromatic_Patch_Size,Largest_Aromatic_Patch_SASA,Max_Aromatic_Patch_Intensity,Mean_Aromatic_Patch_Intensity,Sum_Total_Aromatic_Patch_SASA,Top_Aromatic_Patch_Burden,Net_Charge,Dipole_Moment_X,Dipole_Moment_Y,Dipole_Moment_Z,Complementary_Charge_Patches,Chain_Num_Hydrophobic_Patches,Chain_Largest_Hydrophobic_Patch_Size,Chain_Largest_Hydrophobic_Patch_SASA,Chain_Max_Hydrophobic_Patch_Intensity,Chain_Mean_Hydrophobic_Patch_Intensity,Chain_Sum_Total_Hydrophobic_Patch_SASA,Chain_Top_Hydrophobic_Patch_Burden,Chain_Hydro_Dipole_Moment_X,Chain_Hydro_Dipole_Moment_Y,Chain_Hydro_Dipole_Moment_Z,Chain_Num_Aromatic_Patches,Chain_Largest_Aromatic_Patch_Size,Chain_Largest_Aromatic_Patch_SASA,Chain_Max_Aromatic_Patch_Intensity,Chain_Mean_Aromatic_Patch_Intensity,Chain_Sum_Total_Aromatic_Patch_SASA,Chain_Top_Aromatic_Patch_Burden,Chain_Net_Charge,Chain_Dipole_Moment_X,Chain_Dipole_Moment_Y,Chain_Dipole_Moment_Z,Chain_Complementary_Charge_Patches
Favezelimab,G4,Kappa,23052.68,-380.94,203,218,421,11737.99,-321.41,2,16,967.8,0.4117,0.0897,1242.27,398.4067,-1.863,0.309,9.907,0,0,0.0,0.0,0.0,0.0,0.0,4.5,-1536.05,24.152,617.106,77,2,6,367.37,0.6475,0.2077,641.84,237.8822,-3.192,6.855,8.806,0,0,0.0,0.0,0.0,0.0,0.0,1.79,-887.519,-352.071,117.831,40
Feladilimab,G4,Kappa,25743.95,-16.22,205,213,418,12699.49,-148.86,6,12,1154.23,0.7751,0.4325,3734.93,894.6436,-3.954,9.982,-15.387,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-103.786,698.617,233.302,70,2,7,400.28,0.6471,0.3255,714.17,259.0315,2.327,10.999,-10.442,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-92.543,25.306,-93.531,36
Felzartamab,G1,Lambda,28413.43,-58.84,218,213,431,12476.33,-253.91,6,25,1780.52,1.174,0.5164,3865.55,725.101,-6.073,1.85,-6.369,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-631.766,666.933,169.127,54,2,11,644.77,0.4691,0.3954,975.0,302.456,-7.564,0.112,1.259,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-386.505,-73.426,-3.366,29
Fepixnebart,G4,Kappa,24462.75,-173.52,202,219,421,12992.27,-237.61,6,15,1048.21,0.5869,0.3366,3920.68,615.1508,1.123,-2.747,0.972,1,5,278.76,55.7527,55.7527,278.76,15541.8255,6.33,163.504,609.934,-169.003,72,5,8,530.93,0.664,0.3061,1897.79,228.36,-2.847,13.749,-0.715,1,5,278.76,55.7527,55.7527,278.76,15541.8255,4.52,-63.124,-21.108,25.973,39
Fianlimab,G4,Kappa,26880.41,-174.09,207,214,421,13569.33,-163.95,7,12,622.44,0.966,0.608,3367.25,545.2121,-0.922,3.679,7.304,2,4,448.15,112.0384,96.7978,774.38,50210.3944,4.51,289.848,224.357,277.003,69,4,8,542.74,0.8686,0.6496,1545.52,471.3959,0.715,7.085,6.545,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-516.639,-120.92,88.019,40
Ficlatuzumab,G1,Kappa,25474.86,-316.92,216,214,430,11954.05,-262.93,7,10,964.67,0.7814,0.5253,2497.28,435.6819,0.869,16.864,-2.88,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-367.074,623.78,117.582,66,2,4,293.57,0.394,0.3543,501.48,115.6706,-3.864,10.422,0.421,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-11.75,51.95,-170.386,41
Finotonlimab,G4,Kappa,29565.85,-213.35,202,218,420,16202.84,-174.05,7,8,568.89,0.6672,0.3379,2607.38,379.5821,8.94,4.215,-0.679,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-122.893,558.161,678.868,62,5,6,340.46,0.962,0.3815,1347.12,214.784,13.756,6.629,5.256,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-2.581,-200.381,-200.762,33
Firsekibart,G4,Lambda,27386.21,-123.03,212,212,424,13629.47,-171.67,9,18,1445.53,0.7778,0.299,4373.24,1124.2608,-2.216,-2.538,2.364,1,5,500.47,100.0948,100.0948,500.47,50094.8034,3.6,14.473,178.445,420.583,71,5,9,502.28,0.8779,0.3278,1790.53,278.2618,-7.142,0.694,2.178,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-148.402,-31.407,-20.938,31
Fiztasovimab,G1,Lambda,27785.45,24.48,222,216,438,12429.2,-207.59,6,22,1824.31,0.8981,0.4281,4305.57,1018.864,6.33,4.254,-12.598,0,0,0.0,0.0,0.0,0.0,0.0,4.52,181.863,-324.917,-288.954,57,4,9,485.09,0.948,0.3685,1787.07,459.8521,7.406,-5.329,-2.837,0,0,0.0,0.0,0.0,0.0,0.0,1.8,24.133,153.004,-237.085,32
Fletikumab,G4,Kappa,27951.52,-191.81,211,214,425,13912.32,-178.62,7,9,881.15,1.1704,0.6257,3294.64,553.6376,1.845,1.799,-2.028,0,0,0.0,0.0,0.0,0.0,0.0,5.42,132.449,-50.47,343.72,72,5,7,674.67,0.661,0.5707,2171.2,363.1059,7.819,5.246,5.426,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-359.426,-248.551,205.165,33
Foralumab,G1,Kappa,31267.31,-45.8,216,215,431,14916.83,-162.57,6,12,743.63,1.0036,0.4368,3398.82,486.3868,0.734,-2.52,-0.801,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-332.625,446.765,198.397,56,3,8,736.85,0.6601,0.364,1624.2,486.3868,0.511,5.071,2.178,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-458.942,-212.534,301.815,35
Fremanezumab,G2,Kappa,26870.9,-75.2,206,214,420,13365.28,-186.13,6,25,1972.1,0.8599,0.3826,4082.42,1695.822,10.947,0.827,-5.562,2,4,430.02,107.5039,99.0262,792.21,46228.3752,4.51,-386.523,-155.263,24.693,70,2,7,391.65,0.6531,0.154,609.24,255.8039,7.143,8.42,5.446,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-252.196,-91.929,303.818,40
Freneslerbart,G4,Kappa,28273.62,48.48,203,214,417,14392.3,-117.38,3,27,2689.73,0.894,0.6216,5137.04,2404.7196,7.141,0.367,-2.258,0,0,0.0,0.0,0.0,0.0,0.0,3.61,244.139,349.412,640.583,64,3,6,642.14,1.0196,0.7718,1450.6,654.7336,5.519,8.603,4.152,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-74.602,-51.767,111.486,35
Frexalimab,G1,Kappa,25885.58,-125.46,218,214,432,12842.42,-187.02,6,9,1139.94,0.7554,0.3864,3405.25,861.1257,2.025,10.365,-8.392,0,0,0.0,0.0,0.0,0.0,0.0,4.52,302.806,-240.429,-141.296,68,1,5,353.32,0.6038,0.6038,353.32,213.3287,-4.919,-2.933,-12.043,0,0,0.0,0.0,0.0,0.0,0.0,2.71,108.629,301.408,94.153,40
Frovocimab,G4,Kappa,30032.36,-217.85,209,219,428,17428.74,-194.12,8,11,823.39,0.8942,0.5476,3475.4,409.8577,0.243,-0.138,-12.555,0,0,0.0,0.0,0.0,0.0,0.0,4.51,57.266,50.41,118.027,68,4,6,662.55,0.706,0.6134,1752.79,329.0094,5.093,8.859,-10.725,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-240.558,-126.086,-465.387,32
Fulranumab,G2,Kappa,27528.31,-166.14,207,214,421,12293.0,-252.48,10,10,780.63,1.0717,0.5259,4702.91,836.5874,2.884,-5.219,0.262,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-480.655,2.883,-89.43,70,3,10,623.05,0.6046,0.3822,1328.37,242.1833,-1.027,6.666,7.196,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-486.872,-334.799,-6.193,35
Futermestotug,G1,Kappa,26897.79,-220.27,220,214,434,14798.46,-152.86,7,10,737.33,0.9757,0.391,2858.72,439.8751,-1.745,0.465,-2.879,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-763.024,28.695,-394.379,66,3,10,737.33,0.6541,0.3587,1376.66,439.8751,-2.115,1.846,5.803,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-438.937,-40.78,-435.361,38
Futuximab,G1,Kappa,26715.18,-76.34,221,214,435,13694.47,-171.22,7,12,1186.4,0.8312,0.4966,3809.13,532.2404,1.36,-0.84,1.329,0,0,0.0,0.0,0.0,0.0,0.0,6.33,505.609,307.774,136.353,67,4,7,424.39,0.7813,0.5588,1357.23,272.5778,-0.364,11.418,4.225,0,0,0.0,0.0,0.0,0.0,0.0,3.62,239.649,43.271,2.429,39
Galcanezumab,G4,Kappa,23822.58,-213.47,203,214,417,12213.87,-224.68,5,9,596.43,1.1824,0.4821,2071.48,285.4299,1.6,4.051,1.967,0,0,0.0,0.0,0.0,0.0,0.0,4.51,140.134,-450.402,-64.341,74,3,7,410.93,0.6946,0.2094,1063.72,285.4299,-1.595,-7.892,0.15,0,0,0.0,0.0,0.0,0.0,0.0,2.71,270.292,10.199,196.719,43
Ganitumab,G1,Kappa,29205.08,-101.22,217,219,436,14910.87,-161.53,7,10,985.05,0.8015,0.3091,3583.41,789.5277,-21.73,-5.845,-1.872,0,0,0.0,0.0,0.0,0.0,0.0,6.34,69.203,502.113,-386.882,60,3,6,373.01,0.5945,0.1223,1053.7,211.1426,-13.447,3.484,-0.356,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-123.704,-188.064,181.381,36
Gantenerumab,G1,Kappa,26662.68,-171.96,224,215,439,12918.92,-195.95,5,10,623.28,0.7451,0.3827,2185.7,289.4024,-11.496,-8.667,7.918,0,0,0.0,0.0,0.0,0.0,0.0,4.52,374.156,-544.364,-328.817,61,3,7,395.94,0.7451,0.4939,1077.85,289.4024,-6.568,-8.211,-5.122,0,0,0.0,0.0,0.0,0.0,0.0,1.8,344.376,-167.554,270.82,34
Garadacimab,G4,Lambda,27217.02,-195.09,213,215,428,14790.56,-147.07,5,8,498.58,0.6482,0.4645,1966.97,288.0978,6.552,-11.297,-0.64,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-464.678,279.9,419.074,59,2,8,315.44,0.5701,0.4248,556.34,137.3482,5.132,-1.946,-5.332,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-108.274,-140.935,557.753,27
Garetosmab,G4,Kappa,27061.93,-234.4,210,215,425,13619.07,-187.78,5,23,1591.92,0.9928,0.5578,2975.01,968.5719,4.812,3.414,-5.931,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-205.259,548.314,384.247,60,2,11,806.27,0.7756,0.699,1223.05,625.3568,2.553,8.125,1.983,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-375.354,-226.118,288.906,37
Gatipotuzumab,G1,Kappa,30233.78,-184.27,215,219,434,15618.83,-258.81,6,11,1342.96,0.7928,0.3899,3828.52,996.7611,-3.19,-7.57,-12.917,1,4,529.85,132.4634,132.4634,529.85,70186.1668,6.33,-413.876,217.004,62.221,72,3,7,473.91,0.6033,0.32,1193.19,274.3983,2.736,-1.184,-5.558,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-395.294,-188.934,-74.27,39
Gemtuzumab,G4,Kappa,29199.01,-164.85,200,218,418,13505.63,-186.12,6,13,993.63,0.6689,0.4006,3445.25,664.6004,5.788,2.338,-4.73,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-374.788,114.703,789.865,61,2,7,391.96,0.6345,0.3232,649.07,248.6816,5.103,10.929,8.47,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-372.878,-243.632,535.249,35
Gevokizumab,G2,Kappa,28266.21,-71.45,204,214,418,14006.02,-112.07,6,15,1255.56,0.7202,0.4052,4071.21,763.7649,-5.925,11.071,-7.382,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-697.829,713.217,-229.715,64,3,9,440.91,0.513,0.4331,1169.22,226.1892,7.492,7.998,-5.203,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-460.369,310.753,-389.506,34
Gimistotug,G1,Kappa,22838.99,-269.0,218,214,432,11209.12,-193.93,5,9,644.1,0.8133,0.5214,2352.47,361.0774,-8.552,-1.875,1.07,0,0,0.0,0.0,0.0,0.0,0.0,4.52,172.05,-469.298,100.894,64,2,7,418.53,0.8133,0.7028,710.41,247.873,-5.491,-11.609,-2.048,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-46.729,213.006,167.461,36
Golimumab,G1,Kappa,27064.9,-73.06,224,215,439,13277.89,-172.32,6,17,1324.35,0.6482,0.4744,3728.37,858.4299,0.917,-1.172,0.076,0,0,0.0,0.0,0.0,0.0,0.0,4.52,147.232,-491.362,-57.101,70,3,12,947.9,0.7756,0.661,1590.03,735.1414,-2.869,-3.824,-7.312,0,0,0.0,0.0,0.0,0.0,0.0,1.8,390.876,-96.643,324.413,38
Gosuranemab,G4,Kappa,28623.43,-218.77,201,219,420,14793.22,-191.22,8,13,773.9,0.8615,0.2989,3291.91,416.9776,4.105,7.454,-4.624,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-154.484,424.301,-458.777,67,5,6,484.04,0.8615,0.3218,1893.08,416.9776,6.126,10.014,4.498,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-337.561,86.521,-386.512,36
Gotistobart,G1,Kappa,26775.06,-58.2,223,214,437,12472.62,-128.11,6,11,801.68,0.7688,0.45,3477.22,504.7223,-9.008,-6.471,0.069,1,5,410.46,82.0917,82.0917,410.46,33695.2018,6.34,68.183,59.841,498.55,63,4,9,505.79,0.6498,0.391,1375.93,246.9806,-2.689,-0.636,5.697,0,0,0.0,0.0,0.0,0.0,0.0,2.71,147.951,-57.397,96.244,37
Gruticibart,G4,Kappa,24798.71,-191.98,200,214,414,12566.62,-198.58,6,13,720.69,0.7845,0.2683,2824.34,565.3715,-5.906,-0.278,-0.659,0,0,0.0,0.0,0.0,0.0,0.0,4.52,87.712,430.949,267.848,71,3,6,317.0,0.6722,0.3281,855.99,213.0932,-6.525,6.695,8.418,0,0,0.0,0.0,0.0,0.0,0.0,2.71,266.68,103.602,-202.906,39
Gumokimab,G1,Kappa,29532.49,-68.91,218,218,436,15250.01,-170.28,4,24,2098.04,0.5992,0.2583,3946.15,1257.1768,-8.583,-11.237,4.009,1,7,750.67,107.2379,107.2379,750.67,80499.7878,6.34,448.307,-330.756,62.447,66,0,0,0.0,0.0,0.0,0.0,0.0,-5.763,-5.473,-2.032,0,0,0.0,0.0,0.0,0.0,0.0,4.53,346.261,-113.372,67.822,38
Guselkumab,G1,Lambda,28114.18,3.69,215,217,432,13999.1,-174.6,4,34,2671.59,0.6108,0.3764,4486.82,1631.9124,12.092,0.285,8.958,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-191.781,-628.481,-80.308,58,3,8,561.67,0.7288,0.4104,1256.29,358.2493,4.658,-2.202,-4.155,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-128.665,-202.564,215.662,29
Ianalumab,G1,Kappa,28969.75,-85.41,222,215,437,15002.94,-142.01,7,12,1014.72,0.6399,0.2409,3429.03,467.8679,1.763,0.064,5.665,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-316.009,49.653,89.228,56,4,10,667.2,0.6399,0.3099,1676.32,265.9352,0.713,7.579,4.492,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-437.045,-209.199,10.833,31
Ibalizumab,G4,Kappa,30156.21,-30.06,206,219,425,15212.29,-127.06,3,44,2934.22,0.8139,0.6113,3806.33,1142.4034,3.68,-8.486,3.932,0,0,0.0,0.0,0.0,0.0,0.0,4.51,192.419,130.054,386.294,75,3,8,559.01,0.8139,0.6671,1372.53,409.43,-7.088,5.696,1.788,0,0,0.0,0.0,0.0,0.0,0.0,1.8,241.565,136.636,-25.928,39
Ibramvibart,G1,Lambda,27898.92,-90.91,222,218,440,12967.1,-177.74,7,11,756.21,1.1884,0.6514,3628.73,594.7676,19.799,-5.087,5.258,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-474.023,287.384,915.431,64,2,6,396.78,0.678,0.4979,714.73,269.0201,2.574,7.951,-0.327,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-56.138,-107.756,-28.457,31
Ibritumomab,G1,Kappa,24968.21,-46.61,220,213,433,11978.63,-158.37,8,12,1158.37,1.2483,0.5156,4838.51,618.0932,-2.014,0.004,-12.988,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-651.232,257.516,299.054,59,3,5,363.72,1.2483,0.851,1035.85,454.04,2.442,5.473,-4.406,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-405.114,-121.556,226.854,36
Ieramilimab,G4,Kappa,27067.1,-72.99,209,214,423,13058.2,-123.48,3,27,2483.91,0.7519,0.6084,3235.92,1628.5907,6.978,-4.628,11.583,1,4,476.8,119.199,119.199,476.8,56833.606,4.51,-288.042,771.889,-127.614,66,3,7,833.05,0.9741,0.7978,1743.59,811.471,6.096,0.81,9.534,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-67.504,27.18,-309.145,34
Ifabotuzumab,G1,Kappa,26001.97,-191.99,216,214,430,13531.81,-173.52,5,9,841.87,0.7762,0.3884,2353.14,653.4521,-1.161,3.602,0.479,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-198.918,316.627,551.848,66,2,6,549.08,0.7187,0.6354,1036.4,394.6246,0.29,6.173,-3.318,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-158.288,96.468,50.038,37
Ifinatamab,G1,Kappa,24211.62,-236.29,220,213,433,12036.76,-246.22,7,9,589.65,0.6699,0.3212,2810.82,350.1539,-9.484,-6.981,5.597,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-102.09,496.84,-166.96,68,2,7,387.09,0.6163,0.4987,663.26,238.5708,-1.123,-0.188,8.315,0,0,0.0,0.0,0.0,0.0,0.0,2.71,254.301,147.283,-345.845,38
Iluzanebart,G1,Kappa,29668.52,22.51,219,214,433,15207.14,-131.16,7,32,2721.31,0.9573,0.4453,5853.26,1751.7891,-1.29,2.409,-0.047,1,5,630.03,126.0065,126.0065,630.03,79388.186,3.61,282.461,-158.325,-176.441,62,6,10,747.86,1.0953,0.4594,2931.96,676.9479,-5.308,-7.069,-2.466,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-33.807,24.435,-166.668,33
Imeroprubart,G1,Lambda,22322.88,-171.54,219,214,433,11221.72,-295.72,6,17,1541.08,0.8605,0.4354,3550.41,1326.1315,8.47,1.256,7.639,0,0,0.0,0.0,0.0,0.0,0.0,6.33,113.289,-634.265,-255.63,62,4,7,487.32,0.7097,0.2497,1491.41,262.5237,1.778,-1.799,6.77,0,0,0.0,0.0,0.0,0.0,0.0,4.53,104.836,194.813,37.21,33
Imsidolimab,G4,Kappa,31257.31,-151.07,204,219,423,13976.07,-217.44,9,21,2169.1,1.2838,0.5214,6042.85,1022.8969,11.661,-7.405,-3.07,0,0,0.0,0.0,0.0,0.0,0.0,6.33,304.824,700.017,396.066,72,3,7,495.74,0.6253,0.4272,1188.02,256.1342,8.069,-0.0,-0.54,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-23.582,146.986,-98.002,39
Imzokitug,G1,Kappa,27244.72,-266.29,214,219,433,13606.32,-235.04,4,12,1042.92,0.6935,0.411,2511.09,442.9314,6.222,-2.418,1.896,0,0,0.0,0.0,0.0,0.0,0.0,7.24,-124.591,384.214,-531.464,69,2,7,523.82,0.6935,0.4723,908.99,267.1161,3.945,3.438,3.51,0,0,0.0,0.0,0.0,0.0,0.0,4.53,-110.097,-44.688,-462.937,36
Inclacumab,G4,Kappa,23276.8,-211.86,208,214,422,11515.3,-239.3,3,7,424.06,0.6812,0.3936,1016.13,202.3267,-2.628,-7.576,2.7,0,0,0.0,0.0,0.0,0.0,0.0,4.51,158.018,219.373,-63.778,72,1,5,297.02,0.6812,0.6812,297.02,202.3267,-1.742,9.297,6.19,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-113.866,-266.98,156.318,38
Indematug,G1,Lambda,26150.72,-170.58,222,217,439,12467.83,-173.79,9,11,1069.56,1.0172,0.4209,3966.97,478.1062,10.331,0.711,3.455,0,0,0.0,0.0,0.0,0.0,0.0,9.06,35.679,-325.869,-58.127,69,5,11,704.55,0.7322,0.4297,1718.26,359.0371,5.102,-7.262,3.913,0,0,0.0,0.0,0.0,0.0,0.0,3.62,251.269,-95.433,82.967,31
Indenebart,G1,Lambda,26893.04,-2.8,220,221,441,14736.81,-74.72,8,9,706.32,0.9137,0.4163,3788.66,645.3629,13.722,6.247,-3.025,0,0,0.0,0.0,0.0,0.0,0.0,7.25,-175.232,483.535,207.361,60,6,8,562.07,1.0958,0.5175,2549.6,589.1208,4.452,6.326,-6.181,0,0,0.0,0.0,0.0,0.0,0.0,3.62,21.241,257.075,2.721,30
Inebilizumab,G1,Kappa,25578.19,-328.45,219,218,437,12428.2,-345.25,5,8,443.32,0.6952,0.3086,1845.62,254.8417,18.392,3.245,-3.394,0,0,0.0,0.0,0.0,0.0,0.0,4.51,57.382,342.401,-148.052,73,3,7,402.74,0.6952,0.3644,966.75,254.8417,9.913,8.163,-1.467,0,0,0.0,0.0,0.0,0.0,0.0,2.7,245.234,-114.093,-126.319,44
Infliximab,G1,Kappa,29675.15,-179.92,218,214,432,13668.72,-168.06,8,8,630.43,1.3043,0.6185,3745.24,605.4262,-17.4,-1.499,-2.087,0,0,0.0,0.0,0.0,0.0,0.0,7.23,-595.832,320.962,-393.697,68,1,5,329.98,0.5811,0.5811,329.98,191.7399,-1.093,6.458,0.013,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-464.711,-14.463,-490.082,34
Inlecitug,G1,Kappa,23248.54,-185.44,215,213,428,11355.51,-176.08,5,9,877.83,1.159,0.6689,2800.58,790.7419,-5.389,7.215,-2.665,2,7,584.52,99.1917,91.3474,981.29,48809.2544,5.42,-676.586,272.677,-242.036,70,1,6,370.55,0.6543,0.6543,370.55,242.4641,1.45,10.035,1.661,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-246.314,-54.032,205.465,37
Ipilimumab,G1,Kappa,26908.2,-50.95,216,215,431,12597.86,-181.24,7,7,561.56,0.8736,0.4534,2778.82,490.5771,-1.452,5.794,2.902,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-414.607,56.96,628.149,61,3,7,412.76,0.6417,0.4133,1069.74,264.8582,0.426,11.743,0.824,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-356.81,-153.492,244.955,37
Isatuximab,G1,Kappa,24699.29,-80.18,218,214,432,11663.23,-156.97,6,8,480.09,1.2233,0.6037,2565.07,523.4689,0.45,2.242,-6.535,0,0,0.0,0.0,0.0,0.0,0.0,6.34,254.947,-726.298,-45.479,67,2,5,365.02,0.5988,0.5944,697.5,218.5752,-1.729,-0.06,-6.056,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-79.157,-79.71,101.431,39
Iscalimab,G1,Kappa,28480.76,-209.51,218,219,437,14128.91,-154.17,6,13,772.77,0.6701,0.4184,2814.18,259.8638,5.375,4.054,0.23,0,0,0.0,0.0,0.0,0.0,0.0,5.42,148.949,339.408,477.32,66,3,7,387.8,0.6701,0.555,960.3,259.8638,-5.831,8.076,-5.137,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-299.975,-133.969,217.53,40
Isuventatug,G1,Kappa,25643.64,-149.27,219,219,438,13206.14,-242.82,4,11,931.39,0.6817,0.3864,1942.7,634.9255,-0.291,-1.86,-2.549,0,0,0.0,0.0,0.0,0.0,0.0,6.33,762.729,-287.358,-176.584,62,1,4,309.48,0.587,0.587,309.48,181.66,-3.31,-3.144,-1.431,0,0,0.0,0.0,0.0,0.0,0.0,3.62,472.12,277.484,-50.117,34
Itepekimab,G4,Kappa,26405.72,-229.12,206,214,420,13272.27,-175.58,7,12,757.08,0.99,0.5451,3096.17,527.1,-3.1,-1.571,-4.633,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-445.101,259.187,-139.537,68,4,7,397.89,0.99,0.5585,1333.61,393.9225,-0.515,7.835,8.057,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-443.621,-9.474,-535.311,33
Itolizumab,G1,Kappa,25473.17,-203.03,217,214,431,12019.39,-194.85,5,7,655.45,0.6086,0.3731,2179.6,398.9117,-0.926,-3.982,-9.155,0,0,0.0,0.0,0.0,0.0,0.0,4.51,359.781,-587.852,-53.243,76,0,0,0.0,0.0,0.0,0.0,0.0,0.422,1.225,-11.324,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-46.906,-71.45,183.414,45
Ivuxolimab,G2,Kappa,23989.48,-191.03,202,214,416,11386.0,-207.78,3,12,1531.08,0.9299,0.6399,2393.36,1423.6954,-0.799,-3.438,-4.381,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-193.034,-0.942,69.287,69,2,6,471.64,0.7292,0.6657,827.13,284.0078,-7.222,10.513,1.66,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-103.969,-158.784,20.131,38
Ixekizumab,G4,Kappa,23092.7,-211.11,203,219,422,12257.86,-201.01,4,17,1010.47,0.4827,0.245,1923.74,443.6155,-2.455,6.904,1.651,0,0,0.0,0.0,0.0,0.0,0.0,8.15,144.183,168.995,-193.175,75,3,7,414.42,0.7028,0.3232,1105.0,275.7017,-9.501,5.386,3.612,0,0,0.0,0.0,0.0,0.0,0.0,4.53,102.293,-636.057,-73.285,38
Lacutamab,G1,Kappa,26483.48,-335.35,216,214,430,13290.38,-235.95,5,14,1004.8,0.7038,0.216,2348.84,407.2559,-12.348,-7.329,0.616,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-280.6,-422.661,-276.341,65,1,4,237.14,0.2917,0.2917,237.14,69.1823,0.172,-11.031,-1.317,0,0,0.0,0.0,0.0,0.0,0.0,3.62,217.4,-100.288,-64.763,41
Lanadelumab,G1,Kappa,24960.74,-160.65,220,213,433,12645.67,-163.52,5,15,1106.98,0.7073,0.4507,2849.23,380.849,0.536,-3.129,7.132,0,0,0.0,0.0,0.0,0.0,0.0,4.52,178.451,418.658,179.583,66,2,7,434.79,0.7073,0.6519,817.14,270.4289,0.195,3.903,14.404,0,0,0.0,0.0,0.0,0.0,0.0,1.8,318.501,-121.57,-243.841,35
Landogrozumab,G4,Kappa,30812.32,-118.82,197,215,412,15817.03,-112.02,6,14,1352.33,0.7404,0.372,3939.19,496.2311,-14.027,1.331,1.602,0,0,0.0,0.0,0.0,0.0,0.0,7.24,67.04,409.9,351.494,61,3,7,682.13,0.5252,0.2017,1379.17,358.2608,-6.957,4.373,5.98,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-26.277,-315.769,450.408,36
