Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Ch_A_length,Ch_B_length,Fab_Total_AAs,N_Disulfide_Bonds,N_Salt_Bridges,N_Hydrogen_Bonds,Delta_H_REF,Delta_Cp_Proxy,Hydrophobic_SASA_Folded,Polar_SASA_Folded,Hydrophobic_SASA_Unfolded,Polar_SASA_Unfolded,Delta_SASA_Hydrophobic,Delta_SASA_Polar,Delta_G_NU,Delta_G_NU_at_T_REF,Delta_S_REF,Tm_Proxy_K,Tm_Proxy_C,T_Onset_Proxy_K,T_Onset_Proxy_C,N_Helix,N_Sheet,N_Coil,Pct_Helix,Pct_Sheet,Pct_Coil,Chain_N_Disulfide_Bonds,Chain_N_Salt_Bridges,Chain_N_Hydrogen_Bonds,Chain_Delta_H_REF,Chain_Delta_Cp_Proxy,Chain_Hydrophobic_SASA_Folded,Chain_Polar_SASA_Folded,Chain_Hydrophobic_SASA_Unfolded,Chain_Polar_SASA_Unfolded,Chain_Delta_SASA_Hydrophobic,Chain_Delta_SASA_Polar,Chain_Delta_G_NU,Chain_Delta_G_NU_at_T_REF,Chain_Delta_S_REF,Chain_Tm_Proxy_K,Chain_Tm_Proxy_C,Chain_T_Onset_Proxy_K,Chain_T_Onset_Proxy_C
Semorinemab,G4,Kappa,28457.79,201,219,420,1,9,290,-122.121,4.407,8315.162,11432.715,27669.0,29543.0,19353.838,18110.285,-205816.326,-205816.326,1347.879,273.15,0.0,273.15,0.0,13,114,287,3.14,27.54,69.32,1,8,144,-80.96,2.316,3961.592,5417.639,14322.0,15469.0,10360.408,10051.361,-205816.326,-205816.326,690.04,273.15,0.0,273.15,0.0
Semzuvolimab,G1,Kappa,27413.15,216,218,434,2,14,282,-158.09,4.659,7516.402,10956.192,28234.0,30830.0,20717.598,19873.808,-201303.261,-201303.261,1353.91,273.15,0.0,273.15,0.0,18,146,261,4.24,34.35,61.41,1,5,141,-73.071,2.166,3677.175,5384.686,13723.0,15795.0,10045.825,10410.314,-201303.261,-201303.261,674.929,273.15,0.0,273.15,0.0
Seniprutug,G1,Kappa,24084.66,220,214,434,4,24,323,-278.676,5.192,6252.972,9764.335,28865.0,30568.0,22612.028,20803.665,-195919.533,-195919.533,1375.324,273.15,0.0,273.15,0.0,17,179,233,3.96,41.72,54.31,2,15,155,-166.441,2.367,2262.364,4834.954,13138.0,15921.0,10875.636,11086.046,-195919.533,-195919.533,656.559,273.15,0.0,273.15,0.0
Seribantumab,G2,Lambda,28324.41,203,217,420,2,5,282,-109.726,4.485,8010.943,11681.402,27787.0,30336.0,19776.057,18654.598,-194687.992,-194687.992,1329.274,273.15,0.0,273.15,0.0,14,141,256,3.41,34.31,62.29,1,2,127,-50.182,2.108,3552.737,6363.253,13393.0,16677.0,9840.263,10313.747,-194687.992,-194687.992,652.818,273.15,0.0,273.15,0.0
Serplulimab,G4,Kappa,23773.36,200,214,414,2,12,283,-195.753,4.838,5729.869,9840.057,26949.0,29646.0,21219.131,19805.943,-194057.959,-194057.959,1268.247,273.15,0.0,273.15,0.0,13,137,261,3.16,33.33,63.5,1,6,147,-106.484,2.412,2740.658,4822.502,13642.0,15606.0,10901.342,10783.498,-194057.959,-194057.959,650.516,273.15,0.0,273.15,0.0
Setrusumab,G2,Lambda,24874.04,201,217,418,2,14,261,-167.92,4.579,6283.215,10591.454,26782.0,30511.0,20498.785,19919.546,-194264.772,-194264.772,1270.08,273.15,0.0,273.15,0.0,23,121,256,5.75,30.25,64.0,1,9,133,-98.764,2.279,2969.439,5583.21,13363.0,16038.0,10393.561,10454.79,-194264.772,-194264.772,651.236,273.15,0.0,273.15,0.0
Sibeprenlimab,G2,Kappa,31805.25,204,218,422,0,15,307,-135.559,4.148,9257.649,12378.491,27633.0,29873.0,18375.351,17494.509,-209623.642,-209623.642,1397.441,273.15,0.0,273.15,0.0,14,61,333,3.43,14.95,81.62,0,9,159,-96.242,2.227,3950.334,6339.982,13642.0,15238.0,9691.666,8898.018,-209623.642,-209623.642,702.758,273.15,0.0,273.15,0.0
Sigvotatug,G1,Kappa,24659.68,214,214,428,3,21,290,-224.092,4.574,6476.317,10511.913,27380.0,31619.0,20903.683,21107.087,-199604.792,-199604.792,1331.908,273.15,0.0,273.15,0.0,16,120,280,3.85,28.85,67.31,1,9,151,-110.894,2.102,3204.233,5413.817,13128.0,16016.0,9923.767,10602.183,-199604.792,-199604.792,669.106,273.15,0.0,273.15,0.0
Siltartoxatug,G1,Kappa,24591.69,216,214,430,4,21,288,-220.256,4.767,6709.752,10294.904,28365.0,31923.0,21655.248,21628.096,-199812.532,-199812.532,1340.744,273.15,0.0,273.15,0.0,30,153,238,7.13,36.34,56.53,2,17,148,-149.326,2.312,2986.947,5248.421,13649.0,16191.0,10662.053,10942.579,-199812.532,-199812.532,669.674,273.15,0.0,273.15,0.0
Simaravibart,G1,Kappa,24685.14,223,210,433,2,9,266,-157.839,5.313,6086.443,9725.768,29026.0,30444.0,22939.557,20718.232,-183571.161,-183571.161,1295.161,273.15,0.0,273.15,0.0,24,147,251,5.69,34.83,59.48,1,5,127,-88.596,2.614,2496.142,5003.704,13721.0,15026.0,11224.858,10022.296,-183571.161,-183571.161,615.404,273.15,0.0,273.15,0.0
Simtuzumab,G4,Kappa,26118.98,200,219,419,1,24,290,-216.13,4.863,6954.8,10465.451,27870.0,29197.0,20915.2,18731.549,-204219.465,-204219.465,1326.87,273.15,0.0,273.15,0.0,14,105,289,3.43,25.74,70.83,1,8,151,-100.381,2.5,3464.75,5517.673,14358.0,15545.0,10893.25,10027.327,-204219.465,-204219.465,684.619,273.15,0.0,273.15,0.0
Sintilimab,G4,Kappa,22405.54,204,214,418,4,30,278,-281.357,5.352,5305.724,9683.989,27882.0,29054.0,22576.276,19370.011,-187119.035,-187119.035,1280.643,273.15,0.0,273.15,0.0,23,165,224,5.58,40.05,54.37,2,17,120,-135.855,2.648,2405.786,4838.943,13927.0,15415.0,11521.214,10576.057,-187119.035,-187119.035,627.145,273.15,0.0,273.15,0.0
Sirexatamab,G4,Kappa,25808.85,203,214,417,2,15,273,-173.879,4.85,6684.834,10465.533,27545.0,29153.0,20860.166,18687.467,-194901.061,-194901.061,1291.121,273.15,0.0,273.15,0.0,8,137,261,1.97,33.74,64.29,1,10,136,-101.64,2.498,3134.418,5249.613,13945.0,15062.0,10810.582,9812.387,-194901.061,-194901.061,653.36,273.15,0.0,273.15,0.0
Socazolimab,G1,Lambda,22259.62,217,215,432,4,15,246,-179.354,4.936,5705.829,9958.841,28020.0,32052.0,22314.171,22093.159,-184124.443,-184124.443,1271.646,273.15,0.0,273.15,0.0,20,150,256,4.69,35.21,60.09,2,10,112,-96.768,2.154,2529.274,4717.867,13071.0,16635.0,10541.726,11917.133,-184124.443,-184124.443,617.232,273.15,0.0,273.15,0.0
Solanezumab,G1,Kappa,30297.99,210,219,429,2,15,280,-125.31,4.587,8907.617,11814.517,28851.0,30096.0,19943.383,18281.483,-212366.733,-212366.733,1377.69,273.15,0.0,273.15,0.0,20,157,237,4.83,37.92,57.25,1,6,148,-56.909,2.233,4763.625,6163.589,14516.0,15187.0,9752.375,9023.411,-212366.733,-212366.733,712.091,273.15,0.0,273.15,0.0
Sonesitatug,G1,Kappa,27855.24,216,220,436,2,9,303,-153.269,4.471,7749.226,12418.224,28480.0,33898.0,20730.774,21479.776,-200210.956,-200210.956,1379.731,273.15,0.0,273.15,0.0,20,132,268,4.76,31.43,63.81,1,6,149,-101.831,2.445,3006.772,5483.684,14093.0,16519.0,11086.228,11035.316,-200210.956,-200210.956,671.169,273.15,0.0,273.15,0.0
Sotevtamab,G2,Kappa,25850.96,201,219,420,4,20,277,-209.811,4.706,6527.557,10136.737,27387.0,30023.0,20859.443,19886.263,-199151.615,-199151.615,1304.189,273.15,0.0,273.15,0.0,20,162,227,4.89,39.61,55.5,2,11,135,-105.396,2.303,3264.172,5303.279,13926.0,16324.0,10661.828,11020.721,-199151.615,-199151.615,667.604,273.15,0.0,273.15,0.0
Sotigalimab,G1,Kappa,22347.89,218,215,433,3,15,274,-192.424,5.249,6143.033,8680.176,29308.0,30575.0,23164.967,21894.824,-195083.619,-195083.619,1311.576,273.15,0.0,273.15,0.0,16,162,239,3.84,38.85,57.31,2,11,135,-111.059,2.225,3037.647,4578.888,13502.0,15688.0,10464.353,11109.112,-195083.619,-195083.619,653.941,273.15,0.0,273.15,0.0
Sovipostobart,G1,Kappa,25813.12,216,215,431,3,12,269,-137.227,4.713,7670.929,9800.932,28842.0,30508.0,21171.071,20707.068,-194395.425,-194395.425,1337.773,273.15,0.0,273.15,0.0,24,125,270,5.73,29.83,64.44,2,8,134,-96.318,2.367,3107.296,4852.418,13764.0,15319.0,10656.704,10466.582,-194395.425,-194395.425,651.682,273.15,0.0,273.15,0.0
Spartalizumab,G4,Kappa,24138.7,201,220,421,3,35,259,-288.747,4.785,4890.113,11137.423,25996.0,31062.0,21105.887,19924.577,-195110.502,-195110.502,1261.253,273.15,0.0,273.15,0.0,17,177,215,4.16,43.28,52.57,1,14,134,-129.029,2.366,2598.843,5831.468,13435.0,16821.0,10836.157,10989.532,-195110.502,-195110.502,653.971,273.15,0.0,273.15,0.0
Spesolimab,G1,Kappa,24926.51,217,215,432,4,23,270,-198.831,4.846,7166.749,9542.601,28934.0,30833.0,21767.251,21290.399,-195484.128,-195484.128,1340.169,273.15,0.0,273.15,0.0,22,187,213,5.21,44.31,50.47,2,10,129,-92.654,2.205,3373.849,4632.889,13617.0,15277.0,10243.151,10644.111,-195484.128,-195484.128,655.346,273.15,0.0,273.15,0.0
Stapokibart,G4,Kappa,25053.94,203,214,417,2,22,276,-209.886,4.474,6484.546,9678.835,26877.0,30170.0,20392.454,20491.165,-193077.78,-193077.78,1296.114,273.15,0.0,273.15,0.0,19,137,255,4.62,33.33,62.04,1,10,136,-107.775,2.109,2888.983,5076.955,13114.0,16473.0,10225.017,11396.045,-193077.78,-193077.78,647.225,273.15,0.0,273.15,0.0
Sudubrilimab,G1,Kappa,24231.27,216,214,430,2,19,281,-205.029,5.525,6398.844,10005.839,29609.0,29724.0,23210.156,19718.161,-189612.182,-189612.182,1321.971,273.15,0.0,273.15,0.0,28,135,259,6.64,31.99,61.37,1,9,142,-126.462,2.682,2221.529,5244.572,13859.0,15871.0,11637.471,10626.428,-189612.182,-189612.182,635.538,273.15,0.0,273.15,0.0
Sugemalimab,G4,Lambda,25379.33,205,214,419,3,14,276,-177.263,4.866,6669.498,10414.742,27477.0,28822.0,20807.502,18407.258,-193062.847,-193062.847,1297.737,273.15,0.0,273.15,0.0,20,130,253,4.96,32.26,62.78,2,8,133,-96.789,2.421,3048.453,4988.582,13687.0,14960.0,10638.547,9971.418,-193062.847,-193062.847,647.211,273.15,0.0,273.15,0.0
Suptavumab,G1,Kappa,24677.21,221,214,435,4,20,288,-238.872,5.623,5805.132,10207.388,29537.0,30586.0,23731.868,20378.612,-195758.06,-195758.06,1327.128,273.15,0.0,273.15,0.0,24,160,237,5.7,38.0,56.29,2,9,144,-114.809,2.61,2927.627,5121.897,14249.0,15450.0,11321.373,10328.103,-195758.06,-195758.06,656.191,273.15,0.0,273.15,0.0
Surzebiclimab,G1,Kappa,30387.14,217,218,435,2,12,302,-141.261,4.759,8669.563,11291.854,29229.0,29882.0,20559.437,18590.146,-211685.067,-211685.067,1402.739,273.15,0.0,273.15,0.0,26,125,269,6.19,29.76,64.05,1,11,154,-94.321,2.246,4307.154,6480.148,14156.0,15669.0,9848.846,9188.852,-211685.067,-211685.067,709.679,273.15,0.0,273.15,0.0
Sutimlimab,G4,Kappa,27622.26,202,216,418,2,8,278,-125.101,4.427,7715.949,11482.189,27393.0,30342.0,19677.051,18859.811,-199210.265,-199210.265,1316.899,273.15,0.0,273.15,0.0,27,107,274,6.62,26.23,67.16,1,5,144,-82.121,2.183,3435.163,6272.376,13565.0,16779.0,10129.837,10506.624,-199210.265,-199210.265,667.879,273.15,0.0,273.15,0.0
Suvemcitug,G1,Kappa,23643.64,220,219,439,4,15,277,-192.678,5.336,6412.9,9757.566,29418.0,30474.0,23005.1,20716.434,-196645.828,-196645.828,1334.322,273.15,0.0,273.15,0.0,36,157,235,8.41,36.68,54.91,2,7,146,-115.835,2.128,2646.593,5853.353,12775.0,16820.0,10128.407,10966.647,-196645.828,-196645.828,659.165,273.15,0.0,273.15,0.0
Suvonstobart,G1,Kappa,27669.82,215,220,435,2,9,260,-132.862,4.625,6845.524,12077.565,28030.0,33556.0,21184.476,21478.435,-194132.716,-194132.716,1312.138,273.15,0.0,273.15,0.0,38,145,243,8.92,34.04,57.04,1,6,128,-80.144,2.346,3034.221,6152.683,13772.0,17029.0,10737.779,10876.317,-194132.716,-194132.716,650.856,273.15,0.0,273.15,0.0
Suvratoxumab,G1,Kappa,24754.65,220,213,433,2,18,288,-203.938,4.807,6562.483,10158.725,27952.0,30702.0,21389.517,20543.275,-195869.654,-195869.654,1338.062,273.15,0.0,273.15,0.0,27,151,248,6.34,35.45,58.22,1,7,147,-103.397,2.319,3024.13,5416.938,13510.0,15801.0,10485.87,10384.062,-195869.654,-195869.654,656.603,273.15,0.0,273.15,0.0
Tabalumab,G4,Kappa,23614.71,207,214,421,3,25,261,-227.634,4.804,5814.648,10341.714,27349.0,31326.0,21534.352,20984.286,-195189.505,-195189.505,1276.366,273.15,0.0,273.15,0.0,15,172,225,3.64,41.75,54.61,2,18,134,-141.807,2.398,2887.727,5240.676,13542.0,15446.0,10654.273,10205.324,-195189.505,-195189.505,654.193,273.15,0.0,273.15,0.0
Tafasitamab,G1,Kappa,28152.17,219,219,438,2,14,258,-125.414,4.672,7863.449,11491.412,28771.0,31797.0,20907.551,20305.588,-203561.745,-203561.745,1346.586,273.15,0.0,273.15,0.0,12,113,305,2.79,26.28,70.93,1,9,127,-59.45,2.244,4302.002,6249.007,14367.0,16069.0,10064.998,9819.993,-203561.745,-203561.745,682.55,273.15,0.0,273.15,0.0
Tafolecimab,G2,Kappa,27492.98,210,213,423,1,6,283,-122.311,4.771,7547.554,11276.658,28381.0,30550.0,20833.446,19273.342,-189819.708,-189819.708,1324.689,273.15,0.0,273.15,0.0,27,106,275,6.62,25.98,67.4,0,2,136,-71.582,2.556,2896.733,5291.238,13863.0,15066.0,10966.267,9774.762,-189819.708,-189819.708,636.418,273.15,0.0,273.15,0.0
Tagitanlimab,G1,Kappa,26215.86,218,214,432,3,25,249,-180.561,4.708,7217.575,11056.74,28395.0,31824.0,21177.425,20767.26,-187507.442,-187507.442,1321.439,273.15,0.0,273.15,0.0,30,137,250,7.19,32.85,59.95,2,15,104,-92.407,2.182,3183.724,5487.452,13273.0,15894.0,10089.276,10406.548,-187507.442,-187507.442,628.593,273.15,0.0,273.15,0.0
Talacotuzumab,G1,Kappa,26879.55,218,220,438,2,17,268,-168.495,4.926,7020.213,11089.19,28947.0,32167.0,21926.787,21077.81,-198444.339,-198444.339,1338.505,273.15,0.0,273.15,0.0,18,124,276,4.31,29.67,66.03,1,7,132,-78.678,2.017,3412.867,5488.331,13424.0,17045.0,10011.133,11556.669,-198444.339,-198444.339,665.322,273.15,0.0,273.15,0.0
Tamgiblimab,G4,Kappa,29289.59,206,214,420,3,9,288,-121.483,4.43,8580.667,11467.621,27829.0,29092.0,19248.333,17624.379,-204012.528,-204012.528,1354.517,273.15,0.0,273.15,0.0,29,100,278,7.13,24.57,68.3,1,4,142,-52.916,2.217,4363.356,5672.076,14255.0,15220.0,9891.644,9547.924,-204012.528,-204012.528,684.084,273.15,0.0,273.15,0.0
Tanezumab,G2,Kappa,29762.26,205,214,419,1,6,288,-109.398,4.07,8264.081,12520.452,26991.0,31662.0,18726.919,19141.548,-200108.336,-200108.336,1339.602,273.15,0.0,273.15,0.0,12,80,318,2.93,19.51,77.56,1,3,145,-67.058,1.926,3757.669,6563.2,12975.0,16628.0,9217.331,10064.8,-200108.336,-200108.336,670.942,273.15,0.0,273.15,0.0
Tanruprubart,G4,Kappa,27529.08,205,214,419,2,21,294,-220.768,4.648,6609.265,11221.398,26825.0,29769.0,20215.735,18547.602,-194416.344,-194416.344,1320.232,273.15,0.0,273.15,0.0,17,114,274,4.2,28.15,67.65,1,9,142,-110.294,2.344,2868.227,5489.199,13377.0,15732.0,10508.773,10242.801,-194416.344,-194416.344,651.706,273.15,0.0,273.15,0.0
Tarcocimab,G1,Kappa,28758.43,221,214,435,1,12,301,-170.027,4.922,7318.925,12702.818,28747.0,32403.0,21428.075,19700.182,-194593.462,-194593.462,1366.973,273.15,0.0,273.15,0.0,18,95,313,4.23,22.3,73.47,1,5,134,-73.577,2.165,3376.916,6500.17,13361.0,16743.0,9984.084,10242.83,-194593.462,-194593.462,652.423,273.15,0.0,273.15,0.0
Tarextumab,G2,Kappa,27776.15,199,215,414,2,15,292,-186.226,4.812,6950.966,12283.573,27367.0,30028.0,20416.034,17744.427,-195349.84,-195349.84,1310.774,273.15,0.0,273.15,0.0,10,128,265,2.48,31.76,65.76,1,12,144,-128.223,2.652,2711.06,6073.908,13911.0,15709.0,11199.94,9635.092,-195349.84,-195349.84,654.777,273.15,0.0,273.15,0.0
Tazlestobart,G1,Kappa,26535.57,216,215,431,2,18,261,-148.162,4.763,7713.526,10337.53,28842.0,30508.0,21128.474,20170.47,-192189.588,-192189.588,1335.838,273.15,0.0,273.15,0.0,22,137,258,5.28,32.85,61.87,1,9,126,-87.687,2.377,3132.517,5004.066,13764.0,15319.0,10631.483,10314.934,-192189.588,-192189.588,644.313,273.15,0.0,273.15,0.0
Tegoprubart,G1,Kappa,27449.71,216,218,434,2,10,270,-130.033,4.728,7518.667,11330.842,28344.0,30937.0,20825.333,19606.158,-195588.727,-195588.727,1337.967,273.15,0.0,273.15,0.0,19,108,299,4.46,25.35,70.19,1,6,133,-81.265,2.403,3189.41,5204.082,13906.0,15546.0,10716.59,10341.918,-195588.727,-195588.727,655.735,273.15,0.0,273.15,0.0
Telazorlimab,G1,Kappa,21876.81,216,213,429,4,27,273,-252.935,5.675,5762.609,9254.671,29894.0,30335.0,24131.391,21080.329,-191379.433,-191379.433,1306.065,273.15,0.0,273.15,0.0,24,177,221,5.69,41.94,52.37,2,14,132,-128.541,2.443,2698.345,4822.8,13763.0,15811.0,11064.655,10988.2,-191379.433,-191379.433,641.459,273.15,0.0,273.15,0.0
Telikibart,G1,Kappa,28957.53,223,219,442,2,19,303,-168.133,4.788,8754.698,10730.41,29844.0,30580.0,21089.302,19849.59,-209008.784,-209008.784,1426.867,273.15,0.0,273.15,0.0,14,123,288,3.29,28.94,67.76,1,7,151,-79.247,2.254,4150.124,5789.777,14313.0,15804.0,10162.876,10014.223,-209008.784,-209008.784,700.753,273.15,0.0,273.15,0.0
Temelimab,G4,Kappa,28869.78,200,213,413,2,11,289,-132.796,3.833,8328.175,12070.051,26221.0,30825.0,17892.825,18754.949,-203501.3,-203501.3,1336.204,273.15,0.0,273.15,0.0,12,107,284,2.98,26.55,70.47,1,8,151,-90.758,1.82,3849.692,6318.863,12992.0,17057.0,9142.308,10738.137,-203501.3,-203501.3,682.242,273.15,0.0,273.15,0.0
Temtokibart,G1,Lambda,24340.66,218,209,427,3,11,254,-155.195,4.569,6192.191,10502.17,27257.0,32110.0,21064.809,21607.83,-179423.026,-179423.026,1276.805,273.15,0.0,273.15,0.0,20,132,255,4.91,32.43,62.65,1,1,112,-50.381,2.094,2784.752,5166.895,12757.0,15968.0,9972.248,10801.105,-179423.026,-179423.026,601.619,273.15,0.0,273.15,0.0
Teplizumab,G1,Kappa,23607.69,217,213,430,3,20,249,-198.566,4.534,5697.372,10197.552,27114.0,33092.0,21416.628,22894.448,-184691.287,-184691.287,1274.434,273.15,0.0,273.15,0.0,29,187,204,6.9,44.52,48.57,2,8,118,-92.854,2.09,2605.847,5100.072,13032.0,17225.0,10426.153,12124.928,-184691.287,-184691.287,619.146,273.15,0.0,273.15,0.0
Teprotumumab,G1,Kappa,27918.94,216,215,431,2,13,270,-138.034,5.206,7678.64,10637.145,29491.0,29053.0,21812.36,18415.855,-196415.549,-196415.549,1338.966,273.15,0.0,273.15,0.0,19,132,265,4.57,31.73,63.7,1,8,130,-76.476,2.417,3580.979,5753.502,14029.0,15211.0,10448.021,9457.498,-196415.549,-196415.549,658.524,273.15,0.0,273.15,0.0
Teropavimab,G1,Kappa,27739.95,221,206,427,4,17,275,-162.235,5.012,7870.602,10217.296,29487.0,29696.0,21616.398,19478.704,-194719.825,-194719.825,1346.765,273.15,0.0,273.15,0.0,19,168,231,4.55,40.19,55.26,2,9,141,-96.229,2.115,3550.829,5292.464,13151.0,14865.0,9600.171,9572.536,-194719.825,-194719.825,652.771,273.15,0.0,273.15,0.0
Tesidolumab,G1,Lambda,22749.31,214,214,428,2,13,241,-156.438,5.116,5782.477,9631.015,28380.0,31022.0,22597.523,21390.985,-185555.191,-185555.191,1256.562,273.15,0.0,273.15,0.0,14,129,279,3.32,30.57,66.11,1,6,122,-84.93,2.411,2602.812,4900.817,13671.0,16169.0,11068.188,11268.183,-185555.191,-185555.191,622.07,273.15,0.0,273.15,0.0
Tesnatilimab,G4,Kappa,28760.87,199,215,414,1,13,297,-133.966,4.051,8761.373,11260.665,27242.0,29861.0,18480.627,18600.335,-201123.461,-201123.461,1358.034,273.15,0.0,273.15,0.0,14,70,315,3.51,17.54,78.95,0,7,145,-80.699,2.157,3692.029,5747.877,13524.0,15629.0,9831.971,9881.123,-201123.461,-201123.461,674.301,273.15,0.0,273.15,0.0
Tezepelumab,G2,Lambda,24050.65,206,214,420,4,20,264,-193.592,5.233,6656.335,9337.906,28666.0,28094.0,22009.665,18756.094,-192111.299,-192111.299,1294.408,273.15,0.0,273.15,0.0,11,143,249,2.73,35.48,61.79,2,11,126,-100.994,2.457,3080.229,5055.303,13802.0,14960.0,10721.771,9904.697,-192111.299,-192111.299,644.006,273.15,0.0,273.15,0.0
Tifcemalimab,G4,Kappa,22767.32,203,219,422,3,37,263,-287.681,5.012,5412.749,9269.263,27219.0,29287.0,21806.251,20017.737,-199800.216,-199800.216,1282.319,273.15,0.0,273.15,0.0,30,179,209,7.18,42.82,50.0,2,24,136,-170.438,2.528,2782.462,4675.575,14043.0,15514.0,11260.538,10838.425,-199800.216,-199800.216,669.562,273.15,0.0,273.15,0.0
Tilavonemab,G4,Kappa,25463.07,199,218,417,2,27,288,-239.108,4.729,6595.662,9775.868,27170.0,28658.0,20574.338,18882.132,-201543.562,-201543.562,1315.892,273.15,0.0,273.15,0.0,16,114,267,4.03,28.72,67.25,1,9,145,-100.356,2.362,3385.753,4799.131,14020.0,15242.0,10634.247,10442.869,-201543.562,-201543.562,675.644,273.15,0.0,273.15,0.0
Tildrakizumab,G1,Kappa,24456.4,214,214,428,3,21,281,-212.467,4.938,6581.334,9526.554,28450.0,30341.0,21868.666,20814.446,-196635.845,-196635.845,1325.533,273.15,0.0,273.15,0.0,23,143,245,5.6,34.79,59.61,2,6,149,-106.838,2.237,2966.461,4842.516,13407.0,15781.0,10440.539,10938.484,-196635.845,-196635.845,659.162,273.15,0.0,273.15,0.0
Timcevibart,G1,Kappa,22564.74,214,215,429,4,21,225,-175.095,5.334,5996.212,9236.236,29190.0,30498.0,23193.788,21261.764,-191337.946,-191337.946,1257.905,273.15,0.0,273.15,0.0,33,184,203,7.86,43.81,48.33,2,10,131,-110.62,2.606,2735.184,4865.889,14272.0,15841.0,11536.816,10975.111,-191337.946,-191337.946,641.38,273.15,0.0,273.15,0.0
Timolumab,G4,Kappa,26433.8,201,214,415,2,17,283,-185.663,4.977,6933.48,10717.452,27979.0,28869.0,21045.52,18151.548,-197140.83,-197140.83,1305.337,273.15,0.0,273.15,0.0,24,144,236,5.94,35.64,58.42,1,7,140,-87.078,2.275,3396.861,5720.43,13562.0,15561.0,10165.139,9840.57,-197140.83,-197140.83,660.922,273.15,0.0,273.15,0.0
Tiragolumab,G1,Kappa,27608.51,224,220,444,0,18,293,-185.626,4.987,7174.962,11590.75,29562.0,33464.0,22387.038,21873.25,-199211.307,-199211.307,1378.374,273.15,0.0,273.15,0.0,25,118,297,5.68,26.82,67.5,0,13,141,-119.242,2.432,2950.322,5927.648,13940.0,16797.0,10989.678,10869.352,-199211.307,-199211.307,667.758,273.15,0.0,273.15,0.0
Tislelizumab,G4,Kappa,31190.79,202,214,416,2,9,272,-108.037,4.328,8318.539,12832.131,27159.0,30144.0,18840.461,17311.869,-201066.667,-201066.667,1322.963,273.15,0.0,273.15,0.0,20,96,290,4.93,23.65,71.43,1,5,130,-43.766,2.103,4409.364,6764.402,13664.0,15460.0,9254.636,8695.598,-201066.667,-201066.667,674.234,273.15,0.0,273.15,0.0
Tisotumab,G1,Kappa,29831.33,216,214,430,2,10,285,-99.55,3.835,9337.988,12350.082,27668.0,32327.0,18330.012,19976.918,-200010.188,-200010.188,1390.45,273.15,0.0,273.15,0.0,11,123,292,2.58,28.87,68.54,1,9,131,-69.395,1.824,4064.188,6461.262,13039.0,16692.0,8974.812,10230.738,-200010.188,-200010.188,670.605,273.15,0.0,273.15,0.0
Tixagevimab,G1,Kappa,25821.8,221,216,437,3,22,304,-234.98,5.14,6760.807,11216.212,28938.0,31215.0,22177.193,19998.788,-201572.249,-201572.249,1372.02,273.15,0.0,273.15,0.0,11,129,289,2.56,30.07,67.37,1,14,156,-143.404,2.356,2903.826,5401.179,13365.0,15404.0,10461.174,10002.821,-201572.249,-201572.249,675.596,273.15,0.0,273.15,0.0
Tixestobart,G1,Lambda,28074.89,214,216,430,2,10,260,-100.061,4.372,8317.576,12155.129,28381.0,32569.0,20063.424,20413.871,-194752.537,-194752.537,1339.939,273.15,0.0,273.15,0.0,17,117,276,4.15,28.54,67.32,1,7,115,-48.961,1.915,3921.56,6540.114,13222.0,16929.0,9300.44,10388.886,-194752.537,-194752.537,653.039,273.15,0.0,273.15,0.0
Tizetatug,G1,Kappa,27354.67,219,214,433,2,10,274,-142.121,5.015,7195.16,11290.42,29030.0,31368.0,21834.84,20077.58,-197793.644,-197793.644,1331.879,273.15,0.0,273.15,0.0,29,137,256,6.87,32.46,60.66,1,9,137,-88.895,2.301,3524.199,5858.493,13723.0,15582.0,10198.801,9723.507,-197793.644,-197793.644,663.105,273.15,0.0,273.15,0.0
Tobevibart,G1,Lambda,29659.61,217,212,429,1,14,286,-103.398,4.607,9704.08,10993.11,29693.0,29237.0,19988.92,18243.89,-201091.713,-201091.713,1401.602,273.15,0.0,273.15,0.0,15,112,287,3.62,27.05,69.32,1,6,141,-66.759,2.25,4089.64,5076.047,14229.0,15058.0,10139.36,9981.953,-201091.713,-201091.713,674.241,273.15,0.0,273.15,0.0
Tocilizumab,G1,Kappa,26551.25,217,214,431,2,11,314,-189.495,4.54,7060.215,11546.295,27944.0,32880.0,20883.785,21333.705,-196770.864,-196770.864,1365.505,273.15,0.0,273.15,0.0,15,123,287,3.53,28.94,67.53,1,6,154,-111.401,2.105,2823.963,5659.778,12909.0,16696.0,10085.037,11036.222,-196770.864,-196770.864,659.599,273.15,0.0,273.15,0.0
Tomaralimab,G4,Kappa,31238.36,202,218,420,2,13,279,-135.795,4.87,8128.202,12136.838,28044.0,27985.0,19915.798,15848.162,-207847.078,-207847.078,1337.205,273.15,0.0,273.15,0.0,10,98,300,2.45,24.02,73.53,1,10,137,-68.106,2.348,4515.763,6341.271,14279.0,14436.0,9763.237,8094.729,-207847.078,-207847.078,696.894,273.15,0.0,273.15,0.0
